"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 16:39:11 GMT 2024","Tue Feb 13 16:39:13 GMT 2024","1310","Kiddosave","Deposit","","","","create_kiddo_saved_card_funding",""
"failed","Tue Feb 13 16:39:31 GMT 2024","Tue Feb 13 16:39:34 GMT 2024","2752","Kiddosave","Kiddosave goals","","","","BREAK KIDDOSAVE GOALS",""
"passed","Tue Feb 13 16:39:18 GMT 2024","Tue Feb 13 16:39:20 GMT 2024","2096","Kiddosave","Kiddosave goals","","","","UPDATE GOALS",""
"passed","Tue Feb 13 16:39:01 GMT 2024","Tue Feb 13 16:39:05 GMT 2024","3436","Kiddosave","Deposit","","","","add_funds_with_parent_float",""
"passed","Tue Feb 13 16:38:55 GMT 2024","Tue Feb 13 16:38:55 GMT 2024","84","Kiddosave","Deposit","","","","get all kiddo wallets",""
"passed","Tue Feb 13 16:39:14 GMT 2024","Tue Feb 13 16:39:16 GMT 2024","1858","Kiddosave","Withdraw to float","","","","withdraw",""
"failed","Tue Feb 13 16:38:54 GMT 2024","Tue Feb 13 16:38:55 GMT 2024","1315","Kiddosave","Onboarding","","","","Verify Kid document",""
"passed","Tue Feb 13 16:39:10 GMT 2024","Tue Feb 13 16:39:11 GMT 2024","1538","Kiddosave","Deposit","","","","getChildKiddoSaveWalletTransactions",""
"passed","Tue Feb 13 16:39:34 GMT 2024","Tue Feb 13 16:39:36 GMT 2024","1610","Kiddosave","Wallet Interest","","","","Claim Interest",""
"passed","Tue Feb 13 16:38:48 GMT 2024","Tue Feb 13 16:38:50 GMT 2024","1705","Kiddosave","Onboarding","","","","Create Kid Account- Over Aged",""
"passed","Tue Feb 13 16:39:36 GMT 2024","Tue Feb 13 16:39:37 GMT 2024","1620","Kiddosave","Wallet Interest","","","","Get Interest Balance",""
"passed","Tue Feb 13 16:39:39 GMT 2024","Tue Feb 13 16:39:41 GMT 2024","1755","Kiddosave","Wallet Interest","","","","GetKiddosave LastMonthBreakdown",""
"passed","Tue Feb 13 16:39:24 GMT 2024","Tue Feb 13 16:39:27 GMT 2024","2549","Kiddosave","Kiddosave goals","","","","ADD FUNDS TO KIDDOSAVE GOALS WITH CARD",""
"failed","Tue Feb 13 16:39:27 GMT 2024","Tue Feb 13 16:39:28 GMT 2024","1758","Kiddosave","Kiddosave goals","","","","CONFIRMATION FOR ADDING FUNDS WITH NEW CARD",""
"passed","Tue Feb 13 16:38:47 GMT 2024","Tue Feb 13 16:38:48 GMT 2024","1529","Kiddosave","Onboarding","","","","Create Kid Account- Blank form",""
"failed","Tue Feb 13 16:38:52 GMT 2024","Tue Feb 13 16:38:53 GMT 2024","1711","Kiddosave","Onboarding","","","","Create Kid Account",""
"passed","Tue Feb 13 16:38:55 GMT 2024","Tue Feb 13 16:38:56 GMT 2024","1418","Kiddosave","Deposit","","","","Generate Nuban- Invalid Wallet Id",""
"passed","Tue Feb 13 16:39:18 GMT 2024","Tue Feb 13 16:39:18 GMT 2024","79","Kiddosave","Kiddosave goals","","","","Get all kiddosave goals",""
"passed","Tue Feb 13 16:39:13 GMT 2024","Tue Feb 13 16:39:14 GMT 2024","1407","Kiddosave","Deposit","","","","VerifyOTP mob_confirm_kiddo_new_card_funding",""
